Run 1: Time (min),Run 1: Dissolved Oxygen (mg/L),Run 1: Dissolved Oxygen 2 (mg/L),Run 1: Dissolved Oxygen 3 (mg/L)
3.416666667,7.524636904,7.55684958,7.507004703
3.433333333,7.513447238,7.55684958,7.507004703
3.45,7.519211611,7.55684958,7.512429995
3.466666667,7.513447238,7.562613953,7.507004703
3.483333333,7.513447238,7.55684958,7.517855288
3.5,7.508021945,7.562613953,7.517855288
3.516666667,7.513447238,7.568039246,7.517855288
3.533333333,7.513447238,7.579228912,7.523619662
3.55,7.508021945,7.584654205,7.523619662
3.566666667,7.508021945,7.584654205,7.529044954
3.583333333,7.508021945,7.595843872,7.529044954
3.6,7.513447238,7.595843872,7.529044954
3.616666667,7.513447238,7.595843872,7.529044954
3.633333333,7.519211611,7.584654205,7.523619662
3.65,7.519211611,7.584654205,7.523619662
3.666666667,7.519211611,7.584654205,7.517855288
3.683333333,7.519211611,7.579228912,7.507004703
3.7,7.519211611,7.568039246,7.507004703
3.716666667,7.519211611,7.562613953,7.50157941
3.733333333,7.519211611,7.562613953,7.50157941
3.75,7.513447238,7.562613953,7.50157941
3.766666667,7.513447238,7.562613953,7.50157941
3.783333333,7.513447238,7.562613953,7.495815036
3.8,7.508021945,7.562613953,7.495815036
3.816666667,7.513447238,7.562613953,7.490389743
3.833333333,7.513447238,7.568039246,7.484964451
3.85,7.519211611,7.579228912,7.490389743
3.866666667,7.513447238,7.584654205,7.484964451
3.883333333,7.519211611,7.584654205,7.490389743
3.9,7.524636904,7.584654205,7.490389743
3.916666667,7.519211611,7.584654205,7.490389743
3.933333333,7.524636904,7.584654205,7.50157941
3.95,7.513447238,7.579228912,7.50157941
3.966666667,7.519211611,7.579228912,7.50157941
3.983333333,7.519211611,7.568039246,7.50157941
4,7.524636904,7.568039246,7.507004703
4.016666667,7.524636904,7.568039246,7.50157941
4.033333333,7.524636904,7.568039246,7.495815036
4.05,7.519211611,7.562613953,7.50157941
4.066666667,7.530062197,7.55684958,7.50157941
4.083333333,7.530062197,7.551424287,7.50157941
4.1,7.530062197,7.551424287,7.50157941
4.116666667,7.53582657,7.551424287,7.50157941
4.133333333,7.53582657,7.545998994,7.50157941
4.15,7.546677156,7.55684958,7.50157941
4.166666667,7.546677156,7.551424287,7.50157941
4.183333333,7.546677156,7.551424287,7.50157941
4.2,7.546677156,7.551424287,7.50157941
4.216666667,7.546677156,7.551424287,7.50157941
4.233333333,7.552441529,7.551424287,7.50157941
4.25,7.552441529,7.551424287,7.50157941
4.266666667,7.552441529,7.55684958,7.50157941
4.283333333,7.541251863,7.562613953,7.50157941
4.3,7.552441529,7.568039246,7.495815036
4.316666667,7.541251863,7.568039246,7.50157941
4.333333333,7.53582657,7.579228912,7.50157941
4.35,7.53582657,7.584654205,7.50157941
4.366666667,7.530062197,7.595843872,7.50157941
4.383333333,7.524636904,7.601269164,7.50157941
4.4,7.513447238,7.601269164,7.50157941
4.416666667,7.513447238,7.601269164,7.50157941
4.433333333,7.513447238,7.601269164,7.50157941
4.45,7.508021945,7.595843872,7.50157941
4.466666667,7.513447238,7.584654205,7.507004703
4.483333333,7.519211611,7.579228912,7.507004703
4.5,7.524636904,7.573464539,7.507004703
4.516666667,7.530062197,7.573464539,7.507004703
4.533333333,7.53582657,7.568039246,7.507004703
4.55,7.53582657,7.568039246,7.507004703
4.566666667,7.530062197,7.568039246,7.507004703
4.583333333,7.524636904,7.568039246,7.50157941
4.6,7.519211611,7.568039246,7.50157941
4.616666667,7.513447238,7.573464539,7.495815036
4.633333333,7.513447238,7.573464539,7.50157941
4.65,7.513447238,7.579228912,7.50157941
4.666666667,7.508021945,7.579228912,7.50157941
4.683333333,7.496832279,7.573464539,7.50157941
4.7,7.502596652,7.562613953,7.50157941
4.716666667,7.513447238,7.562613953,7.507004703
4.733333333,7.508021945,7.55684958,7.507004703
4.75,7.508021945,7.55684958,7.512429995
4.766666667,7.496832279,7.55684958,7.517855288
4.783333333,7.502596652,7.55684958,7.523619662
4.8,7.508021945,7.55684958,7.523619662
4.816666667,7.508021945,7.551424287,7.523619662
4.833333333,7.502596652,7.55684958,7.523619662
4.85,7.502596652,7.55684958,7.529044954
4.866666667,7.508021945,7.568039246,7.529044954
4.883333333,7.496832279,7.584654205,7.523619662
4.9,7.502596652,7.584654205,7.523619662
4.916666667,7.496832279,7.584654205,7.517855288
4.933333333,7.491406986,7.584654205,7.517855288
4.95,7.491406986,7.579228912,7.507004703
4.966666667,7.491406986,7.579228912,7.512429995
4.983333333,7.496832279,7.568039246,7.507004703
5,7.496832279,7.573464539,7.507004703
5.016666667,7.502596652,7.579228912,7.507004703
5.033333333,7.502596652,7.579228912,7.507004703
5.05,7.508021945,7.584654205,7.507004703
5.066666667,7.508021945,7.584654205,7.507004703
5.083333333,7.508021945,7.584654205,7.50157941
5.1,7.508021945,7.590079498,7.495815036
5.116666667,7.508021945,7.590079498,7.490389743
5.133333333,7.502596652,7.579228912,7.484964451
5.15,7.496832279,7.584654205,7.484964451
5.166666667,7.496832279,7.584654205,7.484964451
5.183333333,7.496832279,7.579228912,7.484964451
5.2,7.496832279,7.579228912,7.484964451
5.216666667,7.502596652,7.568039246,7.490389743
5.233333333,7.496832279,7.568039246,7.490389743
5.25,7.502596652,7.55684958,7.50157941
5.266666667,7.508021945,7.562613953,7.50157941
5.283333333,7.513447238,7.551424287,7.50157941
5.3,7.513447238,7.55684958,7.50157941
5.316666667,7.508021945,7.55684958,7.50157941
5.333333333,7.508021945,7.55684958,7.490389743
5.35,7.513447238,7.55684958,7.495815036
5.366666667,7.519211611,7.55684958,7.484964451
5.383333333,7.519211611,7.55684958,7.484964451
5.4,7.524636904,7.55684958,7.495815036
5.416666667,7.53582657,7.562613953,7.50157941
5.433333333,7.530062197,7.562613953,7.50157941
5.45,7.530062197,7.568039246,7.507004703
5.466666667,7.530062197,7.573464539,7.507004703
5.483333333,7.530062197,7.584654205,7.507004703
5.5,7.530062197,7.584654205,7.50157941
5.516666667,7.530062197,7.595843872,7.50157941
5.533333333,7.53582657,7.601269164,7.495815036
5.55,7.524636904,7.601269164,7.490389743
5.566666667,7.524636904,7.595843872,7.484964451
5.583333333,7.524636904,7.595843872,7.479200077
5.6,7.519211611,7.595843872,7.484964451
5.616666667,7.519211611,7.584654205,7.484964451
5.633333333,7.524636904,7.584654205,7.484964451
5.65,7.524636904,7.584654205,7.484964451
5.666666667,7.530062197,7.590079498,7.484964451
5.683333333,7.530062197,7.584654205,7.490389743
5.7,7.53582657,7.595843872,7.490389743
5.716666667,7.541251863,7.590079498,7.507004703
5.733333333,7.541251863,7.595843872,7.507004703
5.75,7.546677156,7.601269164,7.512429995
5.766666667,7.552441529,7.601269164,7.507004703
5.783333333,7.552441529,7.606694457,7.517855288
5.8,7.552441529,7.601269164,7.523619662
5.816666667,7.546677156,7.606694457,7.523619662
5.833333333,7.546677156,7.606694457,7.529044954
5.85,7.541251863,7.612458831,7.529044954
5.866666667,7.546677156,7.601269164,7.534470247
5.883333333,7.53582657,7.601269164,7.529044954
5.9,7.53582657,7.601269164,7.529044954
5.916666667,7.530062197,7.601269164,7.523619662
5.933333333,7.524636904,7.595843872,7.523619662
5.95,7.513447238,7.601269164,7.507004703
5.966666667,7.513447238,7.601269164,7.507004703
5.983333333,7.508021945,7.601269164,7.50157941
6,7.508021945,7.590079498,7.50157941
6.016666667,7.513447238,7.595843872,7.50157941
6.033333333,7.513447238,7.595843872,7.507004703
6.05,7.508021945,7.584654205,7.507004703
6.066666667,7.513447238,7.584654205,7.50157941
6.083333333,7.502596652,7.584654205,7.507004703
6.1,7.496832279,7.579228912,7.512429995
6.116666667,7.496832279,7.568039246,7.517855288
6.133333333,7.502596652,7.568039246,7.523619662
6.15,7.508021945,7.562613953,7.523619662
6.166666667,7.502596652,7.562613953,7.523619662
6.183333333,7.508021945,7.568039246,7.529044954
6.2,7.513447238,7.568039246,7.529044954
6.216666667,7.513447238,7.573464539,7.529044954
6.233333333,7.513447238,7.568039246,7.529044954
6.25,7.508021945,7.568039246,7.529044954
6.266666667,7.508021945,7.573464539,7.523619662
6.283333333,7.508021945,7.568039246,7.529044954
6.3,7.513447238,7.579228912,7.529044954
6.316666667,7.513447238,7.579228912,7.529044954
6.333333333,7.519211611,7.590079498,7.529044954
6.35,7.530062197,7.595843872,7.529044954
6.366666667,7.53582657,7.595843872,7.523619662
6.383333333,7.530062197,7.595843872,7.529044954
6.4,7.530062197,7.601269164,7.529044954
6.416666667,7.53582657,7.601269164,7.529044954
6.433333333,7.53582657,7.601269164,7.523619662
6.45,7.53582657,7.601269164,7.523619662
6.466666667,7.53582657,7.595843872,7.523619662
6.483333333,7.524636904,7.590079498,7.523619662
6.5,7.524636904,7.584654205,7.523619662
6.516666667,7.524636904,7.568039246,7.523619662
6.533333333,7.53582657,7.573464539,7.523619662
6.55,7.530062197,7.573464539,7.523619662
6.566666667,7.530062197,7.579228912,7.529044954
6.583333333,7.530062197,7.579228912,7.529044954
6.6,7.530062197,7.584654205,7.529044954
6.616666667,7.530062197,7.579228912,7.529044954
6.633333333,7.530062197,7.584654205,7.529044954
6.65,7.530062197,7.584654205,7.534470247
6.666666667,7.530062197,7.584654205,7.529044954
6.683333333,7.53582657,7.595843872,7.529044954
6.7,7.541251863,7.601269164,7.529044954
6.716666667,7.541251863,7.601269164,7.534470247
6.733333333,7.552441529,7.606694457,7.534470247
6.75,7.557866822,7.606694457,7.534470247
6.766666667,7.557866822,7.612458831,7.534470247
6.783333333,7.563292115,7.623309416,7.534470247
6.8,7.569056489,7.623309416,7.534470247
6.816666667,7.557866822,7.617884123,7.534470247
6.833333333,7.557866822,7.612458831,7.529044954
6.85,7.552441529,7.612458831,7.529044954
6.866666667,7.552441529,7.612458831,7.529044954
6.883333333,7.557866822,7.606694457,7.517855288
6.9,7.557866822,7.612458831,7.517855288
6.916666667,7.552441529,7.617884123,7.512429995
6.933333333,7.552441529,7.612458831,7.507004703
6.95,7.552441529,7.612458831,7.507004703
6.966666667,7.552441529,7.606694457,7.512429995
6.983333333,7.552441529,7.601269164,7.507004703
7,7.552441529,7.601269164,7.507004703
7.016666667,7.546677156,7.595843872,7.517855288
7.033333333,7.552441529,7.584654205,7.507004703
7.05,7.552441529,7.590079498,7.507004703
7.066666667,7.552441529,7.579228912,7.507004703
7.083333333,7.552441529,7.573464539,7.507004703
7.1,7.546677156,7.568039246,7.507004703
7.116666667,7.541251863,7.573464539,7.507004703
7.133333333,7.53582657,7.568039246,7.507004703
7.15,7.530062197,7.579228912,7.50157941
7.166666667,7.530062197,7.579228912,7.50157941
7.183333333,7.530062197,7.579228912,7.50157941
7.2,7.530062197,7.579228912,7.50157941
7.216666667,7.530062197,7.579228912,7.50157941
7.233333333,7.53582657,7.579228912,7.50157941
7.25,7.53582657,7.590079498,7.50157941
7.266666667,7.53582657,7.584654205,7.507004703
7.283333333,7.53582657,7.584654205,7.50157941
7.3,7.541251863,7.584654205,7.512429995
7.316666667,7.53582657,7.595843872,7.507004703
7.333333333,7.53582657,7.601269164,7.517855288
7.35,7.53582657,7.601269164,7.507004703
7.366666667,7.530062197,7.606694457,7.507004703
7.383333333,7.530062197,7.601269164,7.512429995
7.4,7.530062197,7.601269164,7.507004703
7.416666667,7.524636904,7.601269164,7.507004703
7.433333333,7.524636904,7.601269164,7.507004703
7.45,7.519211611,7.601269164,7.50157941
7.466666667,7.519211611,7.595843872,7.50157941
7.483333333,7.513447238,7.601269164,7.50157941
7.5,7.513447238,7.601269164,7.490389743
7.516666667,7.513447238,7.595843872,7.495815036
7.533333333,7.513447238,7.590079498,7.484964451
7.55,7.513447238,7.584654205,7.490389743
7.566666667,7.513447238,7.584654205,7.484964451
7.583333333,7.513447238,7.584654205,7.490389743
7.6,7.513447238,7.584654205,7.490389743
7.616666667,7.513447238,7.584654205,7.50157941
7.633333333,7.519211611,7.584654205,7.50157941
7.65,7.519211611,7.584654205,7.495815036
7.666666667,7.513447238,7.579228912,7.50157941
7.683333333,7.524636904,7.579228912,7.50157941
7.7,7.524636904,7.579228912,7.50157941
7.716666667,7.530062197,7.568039246,7.495815036
7.733333333,7.530062197,7.562613953,7.495815036
7.75,7.530062197,7.562613953,7.484964451
7.766666667,7.53582657,7.55684958,7.484964451
7.783333333,7.53582657,7.562613953,7.479200077
7.8,7.541251863,7.55684958,7.479200077
7.816666667,7.546677156,7.545998994,7.479200077
7.833333333,7.541251863,7.551424287,7.479200077
7.85,7.546677156,7.551424287,7.479200077
7.866666667,7.546677156,7.551424287,7.479200077
7.883333333,7.546677156,7.55684958,7.479200077
7.9,7.541251863,7.551424287,7.479200077
7.916666667,7.546677156,7.55684958,7.484964451
7.933333333,7.541251863,7.55684958,7.484964451
7.95,7.53582657,7.55684958,7.490389743
7.966666667,7.53582657,7.55684958,7.484964451
7.983333333,7.53582657,7.55684958,7.490389743
8,7.53582657,7.55684958,7.490389743
8.016666667,7.53582657,7.562613953,7.490389743
8.033333333,7.53582657,7.562613953,7.484964451
8.05,7.53582657,7.568039246,7.490389743
8.066666667,7.530062197,7.562613953,7.490389743
8.083333333,7.524636904,7.573464539,7.484964451
8.1,7.519211611,7.568039246,7.484964451
8.116666667,7.513447238,7.568039246,7.484964451
8.133333333,7.502596652,7.562613953,7.484964451
8.15,7.496832279,7.562613953,7.484964451
8.166666667,7.491406986,7.562613953,7.484964451
8.183333333,7.491406986,7.562613953,7.490389743
8.2,7.491406986,7.562613953,7.495815036
8.216666667,7.491406986,7.562613953,7.490389743
8.233333333,7.502596652,7.562613953,7.484964451
8.25,7.502596652,7.562613953,7.484964451
8.266666667,7.508021945,7.568039246,7.490389743
8.283333333,7.508021945,7.562613953,7.484964451
8.3,7.502596652,7.55684958,7.484964451
8.316666667,7.496832279,7.55684958,7.484964451
8.333333333,7.502596652,7.551424287,7.484964451
8.35,7.508021945,7.551424287,7.490389743
8.366666667,7.513447238,7.540573702,7.490389743
8.383333333,7.513447238,7.545998994,7.484964451
8.4,7.530062197,7.534809328,7.484964451
8.416666667,7.530062197,7.534809328,7.484964451
8.433333333,7.53582657,7.540573702,7.479200077
8.45,7.530062197,7.540573702,7.479200077
8.466666667,7.530062197,7.540573702,7.479200077
8.483333333,7.530062197,7.551424287,7.479200077
8.5,7.530062197,7.551424287,7.479200077
8.516666667,7.530062197,7.562613953,7.479200077
8.533333333,7.53582657,7.55684958,7.479200077
8.55,7.530062197,7.562613953,7.479200077
8.566666667,7.530062197,7.568039246,7.479200077
8.583333333,7.524636904,7.573464539,7.484964451
8.6,7.519211611,7.573464539,7.484964451
8.616666667,7.513447238,7.579228912,7.479200077
8.633333333,7.513447238,7.568039246,7.484964451
8.65,7.513447238,7.568039246,7.484964451
8.666666667,7.513447238,7.568039246,7.484964451
8.683333333,7.513447238,7.568039246,7.484964451
8.7,7.508021945,7.573464539,7.484964451
8.716666667,7.508021945,7.568039246,7.484964451
8.733333333,7.513447238,7.562613953,7.484964451
8.75,7.524636904,7.568039246,7.490389743
8.766666667,7.530062197,7.562613953,7.490389743
8.783333333,7.513447238,7.562613953,7.490389743
8.8,7.524636904,7.55684958,7.484964451
8.816666667,7.524636904,7.55684958,7.490389743
8.833333333,7.524636904,7.562613953,7.479200077
8.85,7.524636904,7.562613953,7.484964451
8.866666667,7.524636904,7.562613953,7.484964451
8.883333333,7.530062197,7.55684958,7.484964451
8.9,7.530062197,7.55684958,7.490389743
8.916666667,7.53582657,7.55684958,7.484964451
8.933333333,7.53582657,7.551424287,7.484964451
8.95,7.541251863,7.545998994,7.484964451
8.966666667,7.541251863,7.551424287,7.479200077
8.983333333,7.552441529,7.545998994,7.479200077
9,7.546677156,7.540573702,7.473774784
9.016666667,7.552441529,7.540573702,7.473774784
9.033333333,7.546677156,7.534809328,7.473774784
9.05,7.546677156,7.534809328,7.479200077
9.066666667,7.546677156,7.523958742,7.484964451
9.083333333,7.53582657,7.529384035,7.484964451
9.1,7.541251863,7.518194369,7.484964451
9.116666667,7.53582657,7.518194369,7.484964451
9.133333333,7.53582657,7.518194369,7.484964451
9.15,7.530062197,7.518194369,7.484964451
9.166666667,7.524636904,7.518194369,7.490389743
9.183333333,7.519211611,7.518194369,7.484964451
9.2,7.524636904,7.518194369,7.479200077
9.216666667,7.513447238,7.518194369,7.484964451
9.233333333,7.508021945,7.518194369,7.479200077
9.25,7.513447238,7.523958742,7.484964451
9.266666667,7.513447238,7.534809328,7.479200077
9.283333333,7.508021945,7.534809328,7.473774784
9.3,7.513447238,7.540573702,7.479200077
9.316666667,7.508021945,7.551424287,7.462585118
9.333333333,7.508021945,7.545998994,7.462585118
9.35,7.508021945,7.540573702,7.468349492
9.366666667,7.513447238,7.540573702,7.468349492
9.383333333,7.508021945,7.540573702,7.462585118
9.4,7.508021945,7.551424287,7.468349492
9.416666667,7.513447238,7.551424287,7.468349492
9.433333333,7.513447238,7.55684958,7.473774784
9.45,7.513447238,7.55684958,7.473774784
9.466666667,7.513447238,7.562613953,7.473774784
9.483333333,7.508021945,7.55684958,7.473774784
9.5,7.508021945,7.55684958,7.473774784
9.516666667,7.502596652,7.55684958,7.473774784
9.533333333,7.496832279,7.551424287,7.473774784
9.55,7.502596652,7.540573702,7.479200077
9.566666667,7.508021945,7.540573702,7.479200077
9.583333333,7.508021945,7.534809328,7.484964451
9.6,7.508021945,7.534809328,7.484964451
9.616666667,7.508021945,7.534809328,7.484964451
9.633333333,7.508021945,7.529384035,7.484964451
9.65,7.513447238,7.529384035,7.484964451
9.666666667,7.513447238,7.529384035,7.484964451
9.683333333,7.524636904,7.534809328,7.490389743
9.7,7.524636904,7.540573702,7.495815036
9.716666667,7.524636904,7.551424287,7.490389743
9.733333333,7.530062197,7.551424287,7.495815036
9.75,7.524636904,7.551424287,7.490389743
9.766666667,7.524636904,7.551424287,7.484964451
9.783333333,7.530062197,7.55684958,7.484964451
9.8,7.530062197,7.55684958,7.484964451
9.816666667,7.524636904,7.55684958,7.484964451
9.833333333,7.524636904,7.551424287,7.484964451
9.85,7.524636904,7.55684958,7.479200077
9.866666667,7.524636904,7.55684958,7.479200077
9.883333333,7.519211611,7.55684958,7.473774784
9.9,7.513447238,7.545998994,7.468349492
9.916666667,7.513447238,7.551424287,7.462585118
9.933333333,7.513447238,7.551424287,7.462585118
9.95,7.508021945,7.551424287,7.457159825
9.966666667,7.508021945,7.551424287,7.462585118
9.983333333,7.508021945,7.540573702,7.462585118
10,7.513447238,7.534809328,7.462585118
10.01666667,7.524636904,7.534809328,7.462585118
