"","date","fertilization_date","alt.fert.date","calc_days_post_fert","alt.dpf","location","days.post.fert","Treatment","family","Dam","sire","indiv.1to15","ImageJ_num","Length.mm","yolk.sac.length","yolk.sac.height","yolk.sac.volume","disposition","reared.wild","measure.type","file.name","original.name..from.Dropbox.","measured.by","duplicate.to.remove","live.eth.test","initial.postfert","yolk.vol","growth","ln.at.hatch","ln.at.swimup","respiration","eyed","experiment","adj_Length","Comments","Comments2","Duplicate","Repeat.Data","Repeat.Data2","Repeat.Data3","decision","data.source","ethanol.vs.chambers","live.vs.chamber"
"3168","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K11","K016","k018",1,1,12.061,1.499,0.97,0.738487854,"ethanol","reared","ImageJ","CG_SwimUp_T1_K11.jpg","","A. Kocher 2019, HG 2022 yolk","","","no","yes","yes","no","yes","no","","swimup","12.061","n=10; 1 on 7/9, 8 on 7/11","","","check","check","","","ethanol","",""
"3169","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K11","K016","k018",2,2,12.178,1.36,0.763,0.414558897,"ethanol","reared","ImageJ","CG_SwimUp_T1_K11.jpg","","A. Kocher 2019, HG 2022 yolk","","","no","yes","yes","no","yes","no","","swimup","12.178","n=10; 1 on 7/9, 8 on 7/11","","","check","check","","","ethanol","",""
"3170","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K11","K016","k018",3,3,12.357,1.249,1.01,0.667119202,"ethanol","reared","ImageJ","CG_SwimUp_T1_K11.jpg","","A. Kocher 2019, HG 2022 yolk","","","no","yes","yes","no","yes","no","","swimup","12.357","n=10; 1 on 7/9, 8 on 7/11","","","check","check","","","ethanol","",""
"3171","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K11","K016","k018",4,4,11.178,1.281,0.974,0.636304946,"ethanol","reared","ImageJ","CG_SwimUp_T1_K11.jpg","","A. Kocher 2019, HG 2022 yolk","","","no","yes","yes","no","yes","no","","swimup","11.178","n=10; 1 on 7/9, 8 on 7/11","","","check","check","","","ethanol","",""
"3172","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K11","K016","k018",5,5,11.714,1.295,1.008,0.688952195,"ethanol","reared","ImageJ","CG_SwimUp_T1_K11.jpg","","A. Kocher 2019, HG 2022 yolk","","","no","yes","yes","no","yes","no","","swimup","11.714","n=10; 1 on 7/9, 8 on 7/11","","","check","check","","","ethanol","",""
"3173","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K11","K016","k018",6,6,12.606,1.175,0.765,0.360046831,"ethanol","reared","ImageJ","CG_SwimUp_T1_K11.jpg","","A. Kocher 2019, HG 2022 yolk","","","no","yes","yes","no","yes","no","","swimup","12.606","n=10; 1 on 7/9, 8 on 7/11","","","check","check","","","ethanol","",""
"3174","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K11","K016","k018",7,7,11.113,1.445,0.772,0.450921251,"ethanol","reared","ImageJ","CG_SwimUp_T1_K11.jpg","","A. Kocher 2019, HG 2022 yolk","","","no","yes","yes","no","yes","no","","swimup","11.113","n=10; 1 on 7/9, 8 on 7/11","","","check","check","","","ethanol","",""
"3175","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K11","K016","k018",8,8,11.448,1.774,0.969,0.872166548,"ethanol","reared","ImageJ","CG_SwimUp_T1_K11.jpg","","A. Kocher 2019, HG 2022 yolk","","","no","yes","yes","no","yes","no","","swimup","11.448","n=10; 1 on 7/9, 8 on 7/11","","","check","check","","","ethanol","",""
"3176","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K11","K016","k018",9,9,12.244,1.457,0.885,0.597508859,"ethanol","reared","ImageJ","CG_SwimUp_T1_K11.jpg","","A. Kocher 2019, HG 2022 yolk","","","no","yes","yes","no","yes","no","","swimup","12.244","n=10; 1 on 7/9, 8 on 7/11","","","check","check","","","ethanol","",""
"3177","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K11","K016","k018",10,10,11.012,1.492,0.809,0.51128626,"ethanol","reared","ImageJ","CG_SwimUp_T1_K11.jpg","","A. Kocher 2019, HG 2022 yolk","","","no","yes","yes","no","yes","no","","swimup","11.012","n=10; 1 on 7/9, 8 on 7/11","","","","","","","ethanol","",""
"3178","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K12","K017","k018",1,1,11.767,1.757,1.072,1.057205923,"ethanol","reared","ImageJ","CG_SwimUp_T1_K12.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","11.767","n=10; 7/10/17","","","","","","","ethanol","",""
"3179","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K12","K017","k018",2,2,11.379,1.795,1.096,1.128973679,"ethanol","reared","ImageJ","CG_SwimUp_T1_K12.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","11.379","n=10; 7/10/17","","","","","","","ethanol","",""
"3180","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K12","K017","k018",3,3,11.765,1.875,1.069,1.121902041,"ethanol","reared","ImageJ","CG_SwimUp_T1_K12.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","11.765","n=10; 7/10/17","","","","","","","ethanol","",""
"3181","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K12","K017","k018",4,4,11.749,1.636,1.065,0.971584931,"ethanol","reared","ImageJ","CG_SwimUp_T1_K12.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","11.749","n=10; 7/10/17","","","","","","","ethanol","",""
"3182","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K12","K017","k018",5,5,11.582,1.479,0.771,0.460336261,"ethanol","reared","ImageJ","CG_SwimUp_T1_K12.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","11.582","n=10; 7/10/17","","","","","","","ethanol","",""
"3183","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K12","K017","k018",6,6,11.228,1.814,1.157,1.271458695,"ethanol","reared","ImageJ","CG_SwimUp_T1_K12.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","11.228","n=10; 7/10/17","","","","","","","ethanol","",""
"3184","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K12","K017","k018",7,7,11.697,1.746,0.904,0.747101066,"ethanol","reared","ImageJ","CG_SwimUp_T1_K12.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","11.697","n=10; 7/10/17","","","","","","","ethanol","",""
"3185","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K12","K017","k018",8,8,10.452,1.816,0.855,0.695098464,"ethanol","reared","ImageJ","CG_SwimUp_T1_K12.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","10.452","n=10; 7/10/17","","","","","","","ethanol","",""
"3186","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K12","K017","k018",9,9,11.338,1.955,0.824,0.695023422,"ethanol","reared","ImageJ","CG_SwimUp_T1_K12.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","11.338","n=10; 7/10/17","","","","","","","ethanol","",""
"3187","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K12","K017","k018",10,10,11.753,1.765,0.816,0.615351527,"ethanol","reared","ImageJ","CG_SwimUp_T1_K12.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","11.753","n=10; 7/10/17","","","","","","","ethanol","",""
"3188","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K13","K019","k021",1,1,12.254,1.707,1.212,1.312916228,"ethanol","reared","ImageJ","CG_SwimUp_T1_K13.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","12.254","n=10; 7/10/17","","","","","","","ethanol","",""
"3189","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K13","K019","k021",2,2,11.735,1.499,1.101,0.951424928,"ethanol","reared","ImageJ","CG_SwimUp_T1_K13.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","11.735","n=10; 7/10/17","","","","","","","ethanol","",""
"3190","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K13","K019","k021",3,3,12.032,1.82,1.202,1.376824479,"ethanol","reared","ImageJ","CG_SwimUp_T1_K13.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","12.032","n=10; 7/10/17","","","","","","","ethanol","",""
"3191","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K13","K019","k021",4,4,12.222,1.713,1.126,1.137188344,"ethanol","reared","ImageJ","CG_SwimUp_T1_K13.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","12.222","n=10; 7/10/17","","","","","","","ethanol","",""
"3192","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K13","K019","k021",5,5,11.524,1.677,1.03,0.931549136,"ethanol","reared","ImageJ","CG_SwimUp_T1_K13.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","11.524","n=10; 7/10/17","","","","","","","ethanol","",""
"3193","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K13","K019","k021",6,6,11.949,1.721,1.047,0.987807886,"ethanol","reared","ImageJ","CG_SwimUp_T1_K13.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","11.949","n=10; 7/10/17","","","","","","","ethanol","",""
"3194","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K13","K019","k021",7,7,11.734,1.719,1.014,0.925443783,"ethanol","reared","ImageJ","CG_SwimUp_T1_K13.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","11.734","n=10; 7/10/17","","","","","","","ethanol","",""
"3195","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K13","K019","k021",8,8,12.76,1.89,1.036,1.062134634,"ethanol","reared","ImageJ","CG_SwimUp_T1_K13.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","12.76","n=10; 7/10/17","","","","","","","ethanol","",""
"3196","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K13","K019","k021",9,9,12.146,1.494,0.899,0.632220009,"ethanol","reared","ImageJ","CG_SwimUp_T1_K13.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","12.146","n=10; 7/10/17","","","","","","","ethanol","",""
"3197","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K13","K019","k021",10,10,11.506,2.021,1.071,1.213789876,"ethanol","reared","ImageJ","CG_SwimUp_T1_K13.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","11.506","n=10; 7/10/17","","","","","","","ethanol","",""
"3198","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K14","K020","k021",1,1,12.239,2.035,1.372,2.00572271,"ethanol","reared","ImageJ","CG_SwimUp_T1_K14.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","12.239","n=10; 7/10/17","","","","","","","ethanol","",""
"3199","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K14","K020","k021",2,2,12.441,1.912,1.23,1.514594468,"ethanol","reared","ImageJ","CG_SwimUp_T1_K14.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","12.441","n=10; 7/10/17","","","","","","","ethanol","",""
"3200","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K14","K020","k021",3,3,12.891,2.142,1.229,1.694031524,"ethanol","reared","ImageJ","CG_SwimUp_T1_K14.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","12.891","n=10; 7/10/17","","","","","","","ethanol","",""
"3201","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K14","K020","k021",4,4,12.933,2.024,1.414,2.118885956,"ethanol","reared","ImageJ","CG_SwimUp_T1_K14.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","12.933","n=10; 7/10/17","","","","","","","ethanol","",""
"3202","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K14","K020","k021",5,5,12.638,1.919,1.164,1.361379451,"ethanol","reared","ImageJ","CG_SwimUp_T1_K14.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","12.638","n=10; 7/10/17","","","","","","","ethanol","",""
"3203","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K14","K020","k021",6,6,12.698,2.16,1.063,1.277963752,"ethanol","reared","ImageJ","CG_SwimUp_T1_K14.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","12.698","n=10; 7/10/17","","","","","","","ethanol","",""
"3204","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K14","K020","k021",7,7,12.52,2.194,0.931,0.995713145,"ethanol","reared","ImageJ","CG_SwimUp_T1_K14.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","12.52","n=10; 7/10/17","","","","","","","ethanol","",""
"3205","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K14","K020","k021",8,8,12.207,2.056,1.26,1.709080252,"ethanol","reared","ImageJ","CG_SwimUp_T1_K14.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","12.207","n=10; 7/10/17","","","","","","","ethanol","",""
"3206","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K14","K020","k021",9,9,12.001,1.988,1.085,1.225389379,"ethanol","reared","ImageJ","CG_SwimUp_T1_K14.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","12.001","n=10; 7/10/17","","","","","","","ethanol","",""
"3207","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K14","K020","k021",10,10,12.475,2.168,1.179,1.577920591,"ethanol","reared","ImageJ","CG_SwimUp_T1_K14.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","12.475","n=10; 7/10/17","","","","","","","ethanol","",""
"3208","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K15","K022","k024",1,1,12.358,2.077,1.352,1.987870712,"ethanol","reared","ImageJ","CG_SwimUp_T1_K15.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","12.358","labelled n=10, actual n=9; 7/10/17","","","","","","","ethanol","",""
"3209","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K15","K022","k024",2,2,12.58,2.284,1.493,2.665716564,"ethanol","reared","ImageJ","CG_SwimUp_T1_K15.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","12.58","labelled n=10, actual n=9; 7/10/17","","","","","","","ethanol","",""
"3210","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K15","K022","k024",3,3,12.152,2.287,1.483,2.633581254,"ethanol","reared","ImageJ","CG_SwimUp_T1_K15.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","12.152","labelled n=10, actual n=9; 7/10/17","","","","","","","ethanol","",""
"3211","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K15","K022","k024",4,4,12.838,2.276,1.02,1.239854883,"ethanol","reared","ImageJ","CG_SwimUp_T1_K15.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","12.838","labelled n=10, actual n=9; 7/10/17","","","","","","","ethanol","",""
"3212","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K15","K022","k024",5,5,11.599,2.254,0.96,1.087663697,"ethanol","reared","ImageJ","CG_SwimUp_T1_K15.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","11.599","labelled n=10, actual n=9; 7/10/17","","","","","","","ethanol","",""
"3213","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K15","K022","k024",6,6,11.705,2.418,1.272,2.048466069,"ethanol","reared","ImageJ","CG_SwimUp_T1_K15.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","11.705","labelled n=10, actual n=9; 7/10/17","","","","","","","ethanol","",""
"3214","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K15","K022","k024",7,7,12.157,2.602,0.841,0.96360166,"ethanol","reared","ImageJ","CG_SwimUp_T1_K15.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","12.157","labelled n=10, actual n=9; 7/10/17","","","","","","","ethanol","",""
"3215","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K15","K022","k024",8,8,12.391,2.367,1.333,2.202200273,"ethanol","reared","ImageJ","CG_SwimUp_T1_K15.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","12.391","labelled n=10, actual n=9; 7/10/17","","","","","","","ethanol","",""
"3216","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K15","K022","k024",9,9,10.831,1.981,1.299,1.750253816,"ethanol","reared","ImageJ","CG_SwimUp_T1_K15.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","10.831","labelled n=10, actual n=9; 7/10/17","","","","","","","ethanol","",""
"3217","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K16","K023","k024",1,1,12.381,1.818,1.122,1.198333908,"ethanol","reared","ImageJ","CG_SwimUp_T1_K16.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","12.381","n=10; 7/11/17","","","","","","","ethanol","",""
"3218","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K16","K023","k024",2,2,12.412,1.687,1.08,1.030293237,"ethanol","reared","ImageJ","CG_SwimUp_T1_K16.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","12.412","n=10; 7/11/17","","","","","","","ethanol","",""
"3219","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K16","K023","k024",3,3,12.339,1.352,0.889,0.559472145,"ethanol","reared","ImageJ","CG_SwimUp_T1_K16.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","12.339","n=10; 7/11/17","","","","","","","ethanol","",""
"3220","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K16","K023","k024",4,4,12.22,1.745,1.11,1.125744009,"ethanol","reared","ImageJ","CG_SwimUp_T1_K16.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","12.22","n=10; 7/11/17","","","","","","","ethanol","",""
"3221","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K16","K023","k024",5,5,12.508,1.548,0.956,0.740772747,"ethanol","reared","ImageJ","CG_SwimUp_T1_K16.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","12.508","n=10; 7/11/17","","","","","","","ethanol","",""
"3222","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K16","K023","k024",6,6,12.315,1.671,0.828,0.599839939,"ethanol","reared","ImageJ","CG_SwimUp_T1_K16.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","12.315","n=10; 7/11/17","","","","","","","ethanol","",""
"3223","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K16","K023","k024",7,7,12.087,1.757,0.716,0.471624178,"ethanol","reared","ImageJ","CG_SwimUp_T1_K16.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","12.087","n=10; 7/11/17","","","","","","","ethanol","",""
"3224","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K16","K023","k024",8,8,12.084,1.827,1.096,1.149100229,"ethanol","reared","ImageJ","CG_SwimUp_T1_K16.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","12.084","n=10; 7/11/17","","","","","","","ethanol","",""
"3225","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K16","K023","k024",9,9,12.017,1.711,0.975,0.851642834,"ethanol","reared","ImageJ","CG_SwimUp_T1_K16.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","12.017","n=10; 7/11/17","","","","","","","ethanol","",""
"3226","","6/13/17","6/13/2017","-42899","-42899","Kup","SwimUp","T1","K16","K023","k024",10,10,11.884,1.545,0.934,0.705700608,"ethanol","reared","ImageJ","CG_SwimUp_T1_K16.jpg","","A. Kocher 2019","","","no","yes","yes","no","yes","no","","swimup","11.884","n=10; 7/11/17","","","","","","","ethanol","",""
