date,fertilization_date,alt.fert.date,calc_days_post_fert,alt.dpf,location,days.post.fert,Treatment,family,Dam,sire,animal,indiv.1to15,ImageJ_num,Length.mm,yolk.sac.length,yolk.sac.height,yolk.sac.volume,disposition,reared.wild,measure.type,file.name,original name (from Dropbox),measured.by,duplicate.to.remove,live-eth.test,initial.postfert,yolk.vol,growth,ln.at.hatch,ln.at.swimup,respiration,eyed,experiment,adj_Length,Comments,Comments2,Duplicate,Repeat Data,Repeat Data2,Repeat Data3,decision,data.source,ethanol.vs.chambers,live.vs.chamber
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K12,K017,k018,na_K017_6,6,6,,3.438,3.306,19.67477735,ethanol,reared,ImageJ,CG_0_na_K12.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K12,K017,k018,na_K017_7,7,7,,3.653,3.374,21.77399326,ethanol,reared,ImageJ,CG_0_na_K12.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K12,K017,k018,na_K017_8,8,8,,3.935,3.297,22.39653775,ethanol,reared,ImageJ,CG_0_na_K12.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K12,K017,k018,na_K017_9,9,9,,3.827,3.375,22.82465764,ethanol,reared,ImageJ,CG_0_na_K12.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K13,K019,k021,na_K019_1,1,1,,3.286,3.002,15.50555052,ethanol,reared,ImageJ,CG_D0_na_K13.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K13,K019,k021,na_K019_2,2,2,,2.946,2.379,8.73011334,ethanol,reared,ImageJ,CG_D0_na_K13.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K13,K019,k021,na_K019_3,3,3,,3.261,2.935,14.70839435,ethanol,reared,ImageJ,CG_D0_na_K13.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K13,K019,k021,na_K019_4,4,4,,3.24,3.042,15.69862752,ethanol,reared,ImageJ,CG_D0_na_K13.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K13,K019,k021,na_K019_5,5,5,,2.882,2.031,6.224609035,ethanol,reared,ImageJ,CG_D0_na_K13.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K13,K019,k021,na_K019_6,6,6,,3.219,2.925,14.42018968,ethanol,reared,ImageJ,CG_D0_na_K13.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K13,K019,k021,na_K019_7,7,7,,3.086,2.954,14.09987164,ethanol,reared,ImageJ,CG_D0_na_K13.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K13,K019,k021,na_K019_8,8,8,,3.355,2.715,12.94882757,ethanol,reared,ImageJ,CG_D0_na_K13.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K13,K019,k021,na_K019_9,9,9,,3.194,2.818,13.28052198,ethanol,reared,ImageJ,CG_D0_na_K13.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K14,K020,k021,na_K020_1,1,1,,3.401,3.266,18.99491035,ethanol,reared,ImageJ,CG_0_na_K14.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K14,K020,k021,na_K020_2,2,2,,3.592,3.444,22.30801198,ethanol,reared,ImageJ,CG_0_na_K14.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K14,K020,k021,na_K020_3,3,3,,3.626,3.441,22.47995308,ethanol,reared,ImageJ,CG_0_na_K14.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K14,K020,k021,na_K020_4,4,4,,3.576,3.399,21.63207075,ethanol,reared,ImageJ,CG_0_na_K14.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K14,K020,k021,na_K020_5,5,5,,3.533,2.882,15.36490381,ethanol,reared,ImageJ,CG_0_na_K14.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K14,K020,k021,na_K020_6,6,6,,3.238,2.419,9.920803247,ethanol,reared,ImageJ,CG_0_na_K14.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K14,K020,k021,na_K020_7,7,7,,3.469,3.037,16.75298267,ethanol,reared,ImageJ,CG_0_na_K14.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K14,K020,k021,na_K020_8,8,8,,3.374,2.621,12.13605052,ethanol,reared,ImageJ,CG_0_na_K14.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K14,K020,k021,na_K020_9,9,9,,3.704,3.542,24.33135791,ethanol,reared,ImageJ,CG_0_na_K14.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K15,K022,k024,na_K022_1,1,1,,3.428,2.909,15.18890659,ethanol,reared,ImageJ,CG_0_na_K15.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K15,K022,k024,na_K022_2,2,2,,3.556,2.817,14.77521134,ethanol,reared,ImageJ,CG_0_na_K15.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K15,K022,k024,na_K022_3,3,3,,3.523,3.078,17.47624521,ethanol,reared,ImageJ,CG_0_na_K15.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K15,K022,k024,na_K022_4,4,4,,3.336,3.173,17.58589362,ethanol,reared,ImageJ,CG_0_na_K15.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K15,K022,k024,na_K022_5,5,5,,3.259,3.196,17.42995064,ethanol,reared,ImageJ,CG_0_na_K15.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K15,K022,k024,na_K022_6,6,6,,3.661,3.398,22.13322676,ethanol,reared,ImageJ,CG_0_na_K15.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K15,K022,k024,na_K022_7,7,7,,3.79,3.339,22.12433896,ethanol,reared,ImageJ,CG_0_na_K15.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K15,K022,k024,na_K022_8,8,8,,3.579,3.032,17.22734487,ethanol,reared,ImageJ,CG_0_na_K15.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K16,K023,k024,na_K023_1,1,1,,2.932,2.414,8.946161891,ethanol,reared,ImageJ,CG_0_na_K16.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K16,K023,k024,na_K023_2,2,2,,2.911,2.686,10.99644933,ethanol,reared,ImageJ,CG_0_na_K16.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K16,K023,k024,na_K023_3,3,3,,3.117,2.714,12.02139159,ethanol,reared,ImageJ,CG_0_na_K16.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K16,K023,k024,na_K023_4,4,4,,2.898,2.31,8.096933947,ethanol,reared,ImageJ,CG_0_na_K16.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K16,K023,k024,na_K023_5,5,5,,3.017,2.86,12.92128281,ethanol,reared,ImageJ,CG_0_na_K16.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K16,K023,k024,na_K023_6,6,6,,2.841,2.54,9.597031548,ethanol,reared,ImageJ,CG_0_na_K16.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K16,K023,k024,na_K023_7,7,7,,2.941,2.527,9.833401318,ethanol,reared,ImageJ,CG_0_na_K16.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K16,K023,k024,na_K023_8,8,8,,3.556,3.121,18.13625215,ethanol,reared,ImageJ,CG_0_na_K16.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K16,K023,k024,na_K023_9,9,9,,3.167,2.493,10.30601751,ethanol,reared,ImageJ,CG_0_na_K16.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K3,K004,k006,na_K004_1,1,1,,3.452,2.863,14.81534395,ethanol,reared,ImageJ,CG_D0_na_K3.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,duplicate,check,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K3,K004,k006,na_K004_2,2,2,,3.427,2.863,14.70804859,ethanol,reared,ImageJ,CG_D0_na_K3.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K3,K004,k006,na_K004_3,3,3,,3.428,3.28,19.3101993,ethanol,reared,ImageJ,CG_D0_na_K3.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K3,K004,k006,na_K004_4,4,4,,3.641,3.342,21.29275346,ethanol,reared,ImageJ,CG_D0_na_K3.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K3,K004,k006,na_K004_5,5,5,,3.771,3.438,23.33815568,ethanol,reared,ImageJ,CG_D0_na_K3.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K3,K004,k006,na_K004_6,6,6,,3.303,2.872,14.2651289,ethanol,reared,ImageJ,CG_D0_na_K3.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K3,K004,k006,na_K004_7,7,7,,3.433,3.014,16.32896112,ethanol,reared,ImageJ,CG_D0_na_K3.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K3,K004,k006,na_K004_8,8,8,,3.164,2.315,8.878441163,ethanol,reared,ImageJ,CG_D0_na_K3.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K4,K005,k006,na_K005_1,1,1,,2.967,2.916,13.20963571,ethanol,reared,ImageJ,CG_0_na_K4.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K4,K005,k006,na_K005_2,2,2,,2.815,2.149,6.806901806,ethanol,reared,ImageJ,CG_0_na_K4.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K4,K005,k006,na_K005_3,3,3,,3.306,2.999,15.56876044,ethanol,reared,ImageJ,CG_0_na_K4.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K4,K005,k006,na_K005_4,4,4,,2.933,2.755,11.65610698,ethanol,reared,ImageJ,CG_0_na_K4.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K4,K005,k006,na_K005_5,5,5,,3.257,2.927,14.61037823,ethanol,reared,ImageJ,CG_0_na_K4.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K4,K005,k006,na_K005_6,6,6,,3.506,3.076,17.36932052,ethanol,reared,ImageJ,CG_0_na_K4.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K4,K005,k006,na_K005_7,7,7,,3.34,2.107,7.763790245,ethanol,reared,ImageJ,CG_0_na_K4.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K4,K005,k006,na_K005_8,8,8,,3.221,2.272,8.705738832,ethanol,reared,ImageJ,CG_0_na_K4.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K4,K005,k006,na_K005_9,9,9,,3.415,2.938,15.43449934,ethanol,reared,ImageJ,CG_0_na_K4.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K4,K005,k006,na_K005_10,10,10,,3.283,3.135,16.89445664,ethanol,reared,ImageJ,CG_0_na_K4.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K5,K007,k009,na_K007_1,1,1,,3.587,2.942,16.25604785,ethanol,reared,ImageJ,CG_0_na_K5.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K5,K007,k009,na_K007_2,2,2,,3.602,2.803,14.81795118,ethanol,reared,ImageJ,CG_0_na_K5.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K5,K007,k009,na_K007_3,3,3,,3.74,3.482,23.74255164,ethanol,reared,ImageJ,CG_0_na_K5.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K5,K007,k009,na_K007_4,4,4,,3.428,2.371,10.09025581,ethanol,reared,ImageJ,CG_0_na_K5.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K5,K007,k009,na_K007_5,5,5,,3.235,1.909,6.172831146,ethanol,reared,ImageJ,CG_0_na_K5.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K5,K007,k009,na_K007_6,6,6,,3.442,2.579,11.98703589,ethanol,reared,ImageJ,CG_0_na_K5.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K5,K007,k009,na_K007_7,7,7,,3.675,3.193,19.61794154,ethanol,reared,ImageJ,CG_0_na_K5.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K6,K008,k009,na_K008_1,1,1,,2.569,2.151,6.223621616,ethanol,reared,ImageJ,CG_D0_na_K6.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K6,K008,k009,na_K008_2,2,2,,3.132,2.674,11.72580897,ethanol,reared,ImageJ,CG_D0_na_K6.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K6,K008,k009,na_K008_3,3,3,,2.976,2.383,8.848695837,ethanol,reared,ImageJ,CG_D0_na_K6.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
6/13/17,6/13/17,6/13/17,0,0,Kup,0,na,K6,K008,k009,na_K008_4,4,4,,3.156,2.778,12.75262922,ethanol,reared,ImageJ,CG_D0_na_K6.jpg,,A. Kocher 2019,,,yes,yes,no,no,no,no,,yolksac,,,,,,,,,ethanol,,
